ident,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,icao_code,iata_code
AYRG,small_airport,Rumginae Airport,-5.89722222222,141.271666667,160,PG,,AYRG,RMN
AYRI,small_airport,Karimui Airport,-6.4921,144.823,3640,PG,Karimui,AYRI,KMR
AYRK,small_airport,Kairuku Airport,-8.817000054,146.5243833,45,PG,Yule Island,AYRK,RKU
AYRM,small_airport,Maramuni Airport,-5.13,143.4829,5160,PG,Maramuni,AYRM,MWI
AYRO,small_airport,Kakoro(Koroko) Airstrip,-7.8346666666700004,146.5335,230,PG,Kakoro,AYRO,KOR
AYSA,small_airport,Suabi Airport,-6.10444444444,142.278333333,465,PG,,AYSA,SBE
AYSD,small_airport,Saidor Airport,-5.62713888889,146.462777778,83,PG,Saidor,AYSD,SDI
AYSE,small_airport,Simberi Airport,-2.66222222222,151.997777778,10,PG,Simberi Island,AYSE,NIS
AYSF,small_airport,Safia Airport,-9.594471,148.639305,430,PG,Safia,AYSF,SFU
AYSG,small_airport,Sila Airport,-9.07355555556,148.38925,2230,PG,Sila Mission,AYSG,SIL
AYSH,small_airport,Sabah Airport,-5.5765,155.0489,10,PG,Sabah,AYSH,SBV
AYSJ,small_airport,Simbai Airport,-5.278611111110001,144.544722222,5804,PG,Simbai,AYSJ,SIM
AYSK,small_airport,Sengapi Airstrip,-5.12583333333,144.323611111,6242,PG,Sengapi,AYSK,SGK
AYSL,small_airport,Sehulea Airport,-9.96452777778,151.161861111,30,PG,Sehulea,AYSL,SXH
AYSO,small_airport,Selbang Airport,-5.315,141.752,5130,PG,Selbang,AYSO,SBC
AYSP,small_airport,Sapmanga Airport,-6.075277777779999,146.811111111,2912,PG,Sapmanga,AYSP,SMH
AYSS,small_airport,Sasereme Airport,-7.6217,142.868,121,PG,Sasereme,AYSS,TDS
AYSU,small_airport,Suki Airport,-8.0466,141.7222,24,PG,Suki,AYSU,SKC
AYSV,small_airport,Sauren Airport,-5.9701,148.8543,46,PG,Sauren,AYSV,SXW
AYSW,small_airport,Satwag Airport,-6.13955555556,147.279166667,4185,PG,Satwag,AYSW,SWG
AYSX,small_airport,Masa Airport,-6.345,147.591,5900,PG,Masa,AYSX,MBV
AYTA,small_airport,Tari Airport,-5.845,142.947998,5500,PG,Tari,AYTA,TIZ
AYTB,small_airport,Tabubil Airport,-5.280471,141.227576,1570,PG,Tabubil,AYTB,TBG
AYTE,small_airport,Telefomin Airport,-5.12608,141.641922,4950,PG,Telefomin,AYTE,TFM
AYTF,small_airport,Tetebedi Airport,-9.1586,148.0686,3365,PG,Tetebedi,AYTF,TDB
AYTG,small_airport,Tagula Airport,-11.3311111111,153.202916667,59,PG,Sudest Island,AYTG,TGL
AYTH,small_airport,Tifalmin Airport,-5.117249,141.418076,4735,PG,Tifalmin,AYTH,TFB
AYTI,small_airport,Tapini Airport,-8.35666666667,146.989166667,3100,PG,Tapini,AYTI,TPI
AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,49,PG,Kokopo,AYTK,RAB
AYTN,small_airport,Tekin Airport,-5.243667,142.165194,5785,PG,Tekin,AYTN,TKW
AYTO,small_airport,Kamberatoro Airport,-3.600556,141.051667,1350,PG,Kamberatoro Mission,AYTO,KDQ
AYTP,small_airport,Tep Tep Airport,-5.9553,146.5595,7011,PG,Teptep,AYTP,TEP
AYTR,small_airport,Tarabo Airport,-6.46666666667,145.532222222,6100,PG,Tarabo,AYTR,TBQ
AYTS,small_airport,Tsewi Airport,-7.0695,146.1272,4185,PG,Tsewi,AYTS,TSW
AYTT,small_airport,Tarakbits Airport,-5.614,141.0421,281,PG,Tarakbits,AYTT,TRJ
AYTU,small_airport,Tufi Airport,-9.07595443726,149.319839478,85,PG,Tufi,AYTU,TFI
AYTV,small_airport,Timbunke Airport,-4.196633,143.519222,24,PG,Timbunke,AYTV,TBE
AYTW,small_airport,Tawa Airport,-7.4463,146.1067,5020,PG,Tawa,AYTW,TWY
AYTY,small_airport,Terapo Airport,-8.16972222222,146.194444444,15,PG,Terapo Mission,AYTY,TEO
AYTZ,small_airport,Tekadu Airport,-7.6808,146.5503,1310,PG,Tekadu,AYTZ,TKB
AYUC,small_airport,Umba Airport,-7.0214,145.966,5950,PG,Umba,AYUC,UMC
AYUE,small_airport,Uroubi Airport,-9.5162,148.5591,481,PG,Uroubi,AYUE,URU
AYUI,small_airport,Buin Airport,-6.72916666667,155.683333333,230,PG,Buin,AYUI,UBI
AYUM,small_airport,Aumo Airport,-5.731111111110001,148.445277778,450,PG,Aumo,AYUM,AUV
AYUP,small_airport,Gulgubip Airport,-5.2808,141.5411,4900,PG,Gulgubip,AYUP,GLP
AYUR,small_airport,Upiara Airport,-8.5411,142.6503,52,PG,Upiara,AYUR,UPR
AYUY,small_airport,Kuyol Airport,-5.372361111110001,141.623888889,3290,PG,,AYUY,KUX
AYUZ,small_airport,Uvol Airport,-6.0178,150.9557,15,PG,Uvol,AYUZ,UVO
AYVL,small_airport,Talasea Airport,-5.2726,150.0089,44,PG,Talasea,AYVL,TLW
AYVM,small_airport,Torembi Airport,-4.0165,143.1329,90,PG,Torembi,AYVM,TCJ
AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,10,PG,Vanimo,AYVN,VAI
AYVO,small_airport,Tonu Airport,-6.6552,155.4326,300,PG,Tonu,AYVO,TON
AYVW,small_airport,Wuvulu Island Airport,-1.73611111111,142.836666667,16,PG,Wuvulu Island,AYVW,WUV
AYWB,small_airport,Wabo Airport,-6.98944444444,145.075111111,132,PG,Wabo,AYWB,WAO
AYWC,small_airport,Wantoat Airport,-6.1325,146.467777778,3900,PG,Wantoat,AYWC,WTT
AYWD,medium_airport,Wapenamanda Airport,-5.635293,143.892231,5889,PG,Wapenamanda,AYWD,WBM
AYWF,small_airport,Wawoi Falls Airport,-6.9523,142.6557,370,PG,Wavoi Falls,AYWF,WAJ
AYWG,small_airport,Wanigela Airport,-9.3375,149.155556,53,PG,Wanigela,AYWG,AGL
AYWH,small_airport,Wanuma Airport,-4.8961,145.3213,2260,PG,Wanuma,AYWH,WNU
AYWJ,small_airport,Wapolu Airport,-9.3376,150.5093,45,PG,Wapolu,AYWJ,WBC
AYWK,medium_airport,Wewak International Airport,-3.58383011818,143.669006348,19,PG,Wewak,AYWK,WWK
AYWO,small_airport,Wonenara Airport,-6.796861111110001,145.891944444,5028,PG,Wonenara,AYWO,WOA
AYWQ,small_airport,Wakunai Airport,-5.8603,155.2223,20,PG,Wakunai,AYWQ,WKN
AYWS,small_airport,Wasu Airport,-5.96170944919,147.19822526,34,PG,Wasu,AYWS,WSU
AYWT,small_airport,Woitape Airport,-8.545833,147.2525,5200,PG,Fatima Mission,AYWT,WTP
AYWU,small_airport,Wau Airport,-7.345556,146.718611,3600,PG,Wau,AYWU,WUG
AYWV,small_airport,Warasai Airstrip,-4.012,142.51,150,PG,Warasai,AYWV,
AYXE,small_airport,Yeva Airport,-7.548,146.188,4510,PG,Yeva,AYXE,YVD
AYXI,small_airport,Sim Airport,-7.75,146.9273,5460,PG,Sim,AYXI,SMJ
AYXO,small_airport,Tol Airport,-4.98083019257,152.009994507,49,PG,Tol,AYXO,TLO
AYXP,small_airport,Wipim Airport,-8.78822,142.882004,173,PG,Wipim,AYXP,WPM
AYXW,small_airport,Weam Airport,-8.6184,141.1381,50,PG,Weam,AYXW,WEP
AYYE,small_airport,Yalumet Airport,-6.09,147.0117,2600,PG,Yalumet,AYYE,KYX
AYYK,small_airport,Yenkis(Yankisa) Airport,-5.10972222222,143.917666667,3692,PG,,AYYK,YEQ
AYYL,small_airport,Tinboli Airport,-4.0949,143.3838,59,PG,Tinboli,AYYL,TCK
AYYM,small_airport,Munbil Airport,-4.855941,141.220165,3126,PG,,AYYM,LNF
AYYO,small_airport,Oram Airport,-9.632916666669997,148.048055556,3500,PG,,AYYO,RAX
AYYP,small_airport,Yapsiei Airport,-4.6280555555600005,141.094166667,600,PG,,AYYP,KPE
AYYR,small_airport,Yasuru Airport,-6.6015,146.1813,1520,PG,Yasuru,AYYR,KSX
AYZA,small_airport,Zenag Airport,-6.9522222222200005,146.61625,3200,PG,Zenag,AYZA,ZEN
AYZI,small_airport,Silur Airport,-4.5298888888899995,153.054444444,217,PG,Silur Mission,AYZI,SWR
AYZN,small_airport,Sissano Airport,-2.99944444444,142.0445,27,PG,Sissano,AYZN,SIZ
AYZS,small_airport,Ossima Airport,-2.91555555556,141.297305556,205,PG,Ossima,AYZS,OSG
AZ-0001,medium_airport,Zabrat Airport,40.494884,49.977065,36,AZ,Zabrat,UBTT,ZXT
AZ-0002,small_airport,Khachmaz Airport,41.459152,48.832635,62,AZ,Khachmaz,UBBH,
AZ-0003,small_airport,Shaki Airport,41.136553,47.1595,,AZ,Shaki,UBEI,
AZ-0004,small_airport,Naftalan Airport,40.51592,46.829481,,AZ,Naftalan,UBEN,
AZ-0010,small_airport,Agjabedi Airport,40.022291,47.44935,,AZ,Agjabedi,UBEY,
AZ-0014,small_airport,Güzdək Military Airport,40.347106,49.671321,,AZ,Lökbatan,UBLL,
AZ-0017,small_airport,Hajigabul Kazı Magomed Airport,40.03094,48.902764,,AZ,Hajigabul,UBBM,
BA-0001,small_airport,Ciljuge Sport Airfield,44.436094,18.686457,725,BA,Bašigovci,LQCG,
BA-0002,small_airport,Banja Luka Zalužani Airfield,44.8482,17.222826,,BA,Zalužani,LQBZ,
BE-0052,small_airport,Elsenborn Air Base,50.484818,6.183014,1830,BE,Bütgenbach,EBLB,
BG-0013,small_airport,Dve Mogili Airfield,43.606541,25.89069,837,BG,Dve Mogili,LBDM,
BG-0025,small_airport,Belchinski Bani Airstrip,42.374713,23.392548,,BG,Belchinski Bani,LBBB,
BG-0028,small_airport,Blagoevo Airfield,43.455488,26.431655,1185,BG,Blagoevo,LBBL,
BG-0029,small_airport,Staro Selishte Airfield,43.650178,26.754078,1004,BG,Isperih,LBSE,
BG-0031,small_airport,Draganovtsi Airfield,42.943042,25.169528,,BG,Draganovtsi,LBDR,
BG-0032,small_airport,Breznik Airfield,42.693305,22.896559,699,BG,Pernik,LBBR,
BG-0033,small_airport,Slivnitsa Airfield,42.844082,23.014162,2028,BG,Slivnitsa,LBSA,
BG-0170,small_airport,Sapareva Banya Airport,42.311254,23.246098,2218,BG,Sapareva Banya,LBSP,
BGAA,medium_airport,Aasiaat Airport,68.721802,-52.784698,74,GL,Aasiaat,BGAA,JEG
BGCO,medium_airport,Neerlerit Inaat Airport,70.743103,-22.650499,45,GL,Neerlerit Inaat,BGCO,CNP
BGGH,large_airport,Nuuk International Airport,64.191066,-51.67914,283,GL,Nuuk,BGGH,GOH
BGJN,medium_airport,Ilulissat Airport,69.243202,-51.057098,95,GL,Ilulissat,BGJN,JAV
BGKK,medium_airport,Kulusuk Airport,65.573601,-37.1236,117,GL,Kulusuk,BGKK,KUS
BGMQ,small_airport,Maniitsoq Airport,65.412498,-52.9394,91,GL,Maniitsoq,BGMQ,JSU
BGPT,small_airport,Paamiut Airport,62.014736,-49.670937,120,GL,Paamiut,BGPT,JFR
BGQQ,medium_airport,Qaanaaq Airport,77.488602,-69.388702,51,GL,Qaanaaq,BGQQ,NAQ
BGSF,medium_airport,Kangerlussuaq International Airport,67.010446,-50.715294,165,GL,Kangerlussuaq,BGSF,SFJ
BGSS,medium_airport,Sisimiut Airport,66.951302,-53.729301,33,GL,Sisimiut,BGSS,JHS
BGTL,medium_airport,Pituffik Space Base,76.53063,-68.700541,251,GL,Pituffik,BGTL,THU
BGUK,small_airport,Upernavik Airport,72.790199,-56.1306,414,GL,Upernavik,BGUK,JUV
BGUQ,small_airport,Qaarsut Airport,70.7342,-52.696201,289,GL,Uummannaq,BGUQ,JQA
BIAR,large_airport,Akureyri International Airport,65.656573,-18.072018,6,IS,Akureyri,BIAR,AEY
BIBA,small_airport,Bakki Airport,63.556099,-20.137501,45,IS,Bakki,BIBA,
BIBD,medium_airport,Bildudalur Airport,65.641296,-23.5462,18,IS,Bildudalur,BIBD,BIU
BIBF,small_airport,Borgarfjörður eystri Airport,65.516769,-13.81578,80,IS,Borgarfjörður eystri,BIBF,BGJ
BIBL,small_airport,Blönduós Airport,65.644997,-20.2875,131,IS,Blönduós,BIBL,BLO
BIBR,small_airport,Búðardalur Airport,65.074583,-21.802193,131,IS,Búðardalur,BIBR,
BIBV,small_airport,Breiðdalsvík Airport,64.790037,-14.043927,8,IS,Breiðdalsvík,BIBV,BXV
BIDV,small_airport,Djúpivogur Airport,64.642372,-14.277297,9,IS,Djúpivogur,BIDV,DJU
BIEG,medium_airport,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,76,IS,Egilsstaðir,BIEG,EGS
BIFL,small_airport,Flúðir Airport,64.144595,-20.327069,270,IS,Flúðir,BIFL,
BIFM,small_airport,Fagurhólsmýri Airport,63.874699,-16.6411,56,IS,Fagurhólsmýri,BIFM,FAG
BIGF,small_airport,Grundarfjörður Airport,64.991402,-23.224701,17,IS,Grundarfjörður,BIGF,GUU
BIGJ,small_airport,Gjögur Airport,65.9953,-21.3269,83,IS,Gjögur,BIGJ,GJR
BIGR,medium_airport,Grímsey Airport,66.5458,-18.0173,66,IS,Grímsey/Sandvík,BIGR,GRY
BIGS,small_airport,Grímsstaðir Airport,65.633394,-16.154178,1279,IS,Grímsstaðir,BIGS,
BIHE,small_airport,Herðubreiðarlindir Airport,65.190902,-16.204902,1500,IS,Herðubreiðarlindir,BIHE,
BIHI,small_airport,Hveravellir Airport,64.886101,-19.4925,2000,IS,Hveravellir,BIHI,
BIHK,small_airport,Hólmavík Airport,65.704697,-21.6964,90,IS,Hólmavík,BIHK,HVK
BIHL,small_airport,Hella Airport,63.8358,-20.377501,66,IS,Hella,BIHL,
BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24,IS,Höfn,BIHN,HFN
BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,48,IS,Húsavík,BIHU,HZK
BIHZ,small_airport,Húsafell Airport,64.699773,-20.89216,380,IS,Húsafell,BIHZ,
BIIS,medium_airport,Ísafjörður Airport,66.058098,-23.1353,8,IS,Ísafjörður,BIIS,IFJ
BIKA,small_airport,Kaldármelar Airport,64.7789,-22.256901,160,IS,Kaldármelar,BIKA,
BIKE,small_airport,Kerlingafjöll Airport,64.705002,-19.410601,2100,IS,Kerlingafjöll,BIKE,
BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,171,IS,Reykjavík,BIKF,KEF
BIKL,small_airport,Kirkjubæjarklaustur Airport,63.792861,-18.003531,66,IS,Kirkjubæjarklaustur,BIKL,
BIKP,small_airport,Kópasker Airport,66.310799,-16.4667,20,IS,Kópasker,BIKP,OPA
BIKR,small_airport,Sauðárkrókur Airport,65.73169708249999,-19.572799682599996,8,IS,Sauðárkrókur,BIKR,SAK
BIMK,small_airport,Múlakot Airport,63.714103,-19.88121,260,IS,Múlakot,BIMK,
BIMM,small_airport,Melgerðismelar Airport,65.48266,-18.170106,89,IS,Melgerðismelar,BIMM,
BIMS,small_airport,Tungubakkar Airport,64.181754,-21.706101,5,IS,Tungubakkar,BIMS,
BIND,small_airport,Nýjidalur Airport,64.719566,-18.067031,2625,IS,Nýjidalur,BIND,
BINF,small_airport,Norðfjörður Airport,65.131897,-13.7464,13,IS,Norðfjörður,BINF,NOR
BIRE,small_airport,Reykhólar Airport,65.45262908935547,-22.20611572265625,60,IS,Reykhólar,BIRE,RHA
BIRF,small_airport,Rif Airport,64.911377,-23.818205,18,IS,Rif,BIRF,OLI
BIRG,small_airport,Raufarhöfn Airport,66.406403,-15.9183,39,IS,Raufarhöfn,BIRG,RFN
BIRK,medium_airport,Reykjavík Domestic Airport,64.128732,-21.93759,48,IS,Reykjavík,BIRK,RKV
BIRL,medium_airport,Mývatn Airport,65.6558,-16.9181,1030,IS,Myvatn,BIRL,MVA
BIRS,small_airport,Reykjanes Airport,65.9142,-22.4214,10,IS,Reykjanes,BIRS,
BISF,small_airport,Selfoss Airport,63.929199,-21.0378,45,IS,Selfoss,BISF,
BISI,medium_airport,Siglufjörður Airport,66.137847,-18.908157,10,IS,Siglufjörður,BISI,SIJ
BISK,small_airport,Skógasandur Airport,63.517682,-19.4925,130,IS,Skógar,BISK,
BISR,small_airport,Stórikroppur Airport,64.632625,-21.490859,165,IS,Stórikroppur,BISR,
BISS,small_airport,Sandskeið Airport,64.060799,-21.574699,600,IS,Sandskeið,BISS,
BIST,small_airport,Stykkishólmur Airport,65.058851,-22.764616,42,IS,Stykkishólmur,BIST,SYK
BISV,small_airport,Skálavatn Airport,64.115301,-18.785153,2000,IS,Skálavatn,BISV,
BITE,small_airport,Þingeyri Airport,65.8703,-23.559999,65,IS,Þingeyri,BITE,TEY
BITM,small_airport,Þórsmörk Airport,63.689999,-19.563101,600,IS,Þórsmörk,BITM,
BITN,small_airport,Þórshöfn Airport,66.218459,-15.334739,65,IS,Þórshöfn,BITN,THO
BIVI,small_airport,Vík Airport,63.4217,-18.8883,100,IS,Vík,BIVI,
BIVM,medium_airport,Vestmannaeyjar Airport,63.42430114746094,-20.278900146484375,326,IS,Vestmannaeyjar,BIVM,VEY
BIVO,medium_airport,Vopnafjörður Airport,65.720596,-14.8506,16,IS,Vopnafjörður,BIVO,VPN
BKPR,large_airport,Priština Adem Jashari International Airport,42.5728,21.035801,1789,XK,Prishtina,BKPR,PRN
BO-0018,small_airport,Carol Marghata Airport,-17.436598,-62.340674,885,BO,,SLCH,
BR-0263,small_airport,Pedro Vieira Moreira Airport,-6.8827,-38.61583,1099,BR,Cajazeiras,SJZA,CJZ
BR-0569,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,2940,BR,Vitória da Conquista,SBVC,VDC
BR-0741,small_airport,Embaixador Airport,-16.822931,-49.044014,2410,BR,Bela Vista de Goiás,SSOM,
BR-0925,small_airport,Fazenda Rosa do Deserto Airstrip,-13.240032,-39.759292,1411,BR,Ubaíra,SDYG,
BR-1463,small_airport,Fazenda Progresso Airport,-13.157195,-41.507165,3839,BR,Mucugê,SSFW,
BS-0003,small_airport,Cape Santa Maria Airstrip,23.649674,-75.32409,,BS,Galliot Cay,MYLM,
BTZ,medium_airport,Betong International Airport,5.79,101.15,785,TH,Betong,VTSY,BTZ
BW-0036,small_airport,Matsieng Aerodrome,-24.357132,26.090237,,BW,Rasesa,FBMA,
BW-0054,small_airport,Xudum Airport,-19.679458,22.86833,3133,BW,Xudum,FBXX,
BW-0063,small_airport,Makalamabedi Airport,-20.310743,23.907773,3100,BW,Makalamabedi,FBMM,
BZ-BGK,small_airport,Big Creek Airport,16.519369,-88.407913,22,BZ,Big Creek,MZBG,BGK
BZ-CUK,medium_airport,Caye Caulker Airport,17.735015,-88.032862,2,BZ,Caye Caulker,MZCK,CUK
BZ-CYC,medium_airport,Caye Chapel Airport,17.683792,-88.044985,3,BZ,Caye Chapel,MZCP,CYC
BZ-CZH,medium_airport,Corozal Airport,18.3822,-88.411903,40,BZ,Corozal,MZCZ,CZH
BZ-DGA,medium_airport,Dangriga Airport,16.98251,-88.230988,10,BZ,Dangriga,MZPB,DGA
BZ-INB,small_airport,Independence Airport,16.53456,-88.441615,18,BZ,Independence,MZSV,INB
BZ-ORZ,small_airport,H.E Alfredo Martinez (Tower Hill) Airstrip,18.046767,-88.583858,69,BZ,Orange Walk,MZTH,ORZ
BZ-PND,small_airport,Punta Gorda Airport,16.1024,-88.808296,7,BZ,Punta Gorda,MZPG,PND
BZ-SPR,medium_airport,John Greif II Airport,17.9139,-87.9711,4,BZ,San Pedro,MZSP,SPR
BZ-TZA,medium_airport,Sir Barry Bowen Municipal Airport,17.517239,-88.195775,8,BZ,Belize City,MZBE,TZA
CBBC,medium_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,141,CA,Bella Bella,CBBC,ZEL
CD-0001,small_airport,Wageni Airport,0.510171,29.475803,3786,CD,Beni,FZNS,
CH-0002,small_airport,Croix de Coeur Altiport,46.123348,7.234131,7087,CH,Riddes,LSYQ,
CH-0004,small_airport,Altiport du Glacier de Tsanfleuron,46.320653,7.23288,,CH,Savièse,LSYZ,
CJX,small_airport,Crooked Creek Airport,61.870315,-158.137636,178,US,Crooked Creek,PACJ,CKD
CL-0012,small_airport,Achibueno Airport,-36.141999,-71.374,1673,CL,Linares,SCAV,
CL-0045,small_airport,Grupo Tamarena Airport,-33.716163,-70.973665,875,CL,Talagante,SCAD,
CN-0062,medium_airport,Bazhong Enyang Airport,31.73842,106.644872,1804,CN,Bazhong,ZUBZ,BZX
CN-0079,medium_airport,Shaoguan Danxia Airport,24.9786,113.420998,280,CN,Shaoguan,ZGSG,HSC
CN-0081,medium_airport,Jinggangshan Airport,26.856899,114.737,281,CN,Ji'an,ZSGS,JGS
CN-0117,medium_airport,Hainanzhou Gonghe Airport,36.3367,100.480003,10052,CN,Hainan (Gonghe),ZLHN,HNG
CN-0154,medium_airport,Jiaxing Nanhu Airport,30.698056,120.663056,15,CN,"Xiuzhou, Hangzhou",ZSJX,JNH
CN-0188,medium_airport,Beijing Nanjiao Airport,39.482845,116.372295,,CN,Beijing,ZBNJ,
CN-0236,medium_airport,Shigatse Tingri Airport,28.604567,86.798,14108,CN,Xigazê (Dingri),ZUDR,DDR
CN-0237,medium_airport,Tashikuergan Hongqilafu Airport,37.661333,75.288877,10499,CN,Tashikuergan,ZWTK,HQL
CN-0347,small_airport,Ganzhou Ruijin Airport,25.960236,116.077016,750,CN,Ganzhou,ZSRJ,JRJ
CN-0354,medium_airport,Ali Pulan Airport,30.397898,81.13317,13943,CN,Burang Town,ZUPL,APJ
CN-0359,small_airport,Zhaosu Tianma Airport,43.088477,81.223013,,CN,Zhaosu,ZWZS,ZFL
CN-0361,small_airport,Dengkou General Aviation Airport,40.302832,107.010698,3458,CN,Bayannur,ZBMV,
CN-0413,small_airport,Bozhou Airport (under construction),33.560777,115.911859,,CN,Bozhou,ZSBO,BZJ
CN-0415,small_airport,Hejing Bayinbuluke Airport,42.976395,83.995543,8219,CN,Hejing,ZWHJ,HJB
CN-0417,small_airport,Qitai Jiangbulake Airport,44.166086,89.55014,,CN,Qitai,ZWQT,JBK
CN-0421,medium_airport,Zhaotong Zhaoyang Airport （Not fully opened),27.205843,103.691511,,CN,Zhaotong,ZPZT,ZAT
CN-0422,small_airport,Lishui Airport,28.3727,119.839,,CN,Lishui (Liandu),ZSLI,LIJ
CN-0445,small_airport,Beijing Nanyuan Airport,39.782158,116.386299,96,CN,Beijing,ZBNY,NAY
CN-0476,medium_airport,Bengbu Tenghu Airport,33.166292,117.058344,,CN,Bengbu,ZSBA,BFY
CN-0481,medium_airport,[Duplicate] Beijing Xijiao Airport,39.958592,116.256765,164,CN,Beijing,ZBXJ,
CY-0004,small_airport,Kingsfield Air Base,35.014275,33.715851,288,CY,Dhekelia Sovereign Base Area,LCRE,
CYAB,small_airport,Arctic Bay Airport,73.006101,-85.04616,72,CA,Arctic Bay,CYAB,YAB
CYAC,small_airport,Cat Lake Airport,51.7272,-91.824402,1344,CA,Cat Lake,CYAC,YAC
CYAD,small_airport,La Grande-3 Airport,53.5717010498,-76.19640350339999,775,CA,La Grande-3,CYAD,YAR
CYAG,medium_airport,Fort Frances Municipal Airport,48.655749,-93.44349,1125,CA,Fort Frances,CYAG,YAG
CYAH,medium_airport,La Grande-4 Airport,53.754699707,-73.6753005981,1005,CA,La Grande-4,CYAH,YAH
CYAL,small_airport,Alert Bay Airport,50.582199,-126.916,240,CA,Alert Bay,CYAL,YAL
CYAM,medium_airport,Sault Ste Marie Airport,46.483216,-84.508467,630,CA,Sault Ste Marie,CYAM,YAM
CYAQ,medium_airport,Kasabonika Airport,53.52470016479492,-88.6427993774414,672,CA,Kasabonika,CYAQ,XKS
CYAS,small_airport,Kangirsuk Airport,60.027199,-69.999199,403,CA,Kangirsuk,CYAS,YKG
CYAT,small_airport,Attawapiskat Airport,52.927502,-82.4319,31,CA,Attawapiskat,CYAT,YAT
CYAU,small_airport,Liverpool South Shore Regional Airport,44.230301,-64.856102,321,CA,Greenfield,CYAU,
CYAV,medium_airport,Winnipeg / St. Andrews Airport,50.0564,-97.032501,760,CA,Winnipeg/Saint Andrews,CYAV,
CYAX,medium_airport,Lac du Bonnet Airport,50.294399,-96.010002,850,CA,Lac du Bonnet,CYAX,
CYAY,medium_airport,St. Anthony Airport,51.391909,-56.08321,108,CA,St. Anthony,CYAY,YAY
CYAZ,medium_airport,Tofino / Long Beach Airport,49.079833,-125.775583,80,CA,Tofino,CYAZ,YAZ
CYBA,small_airport,Banff Airport,51.208222,-115.540624,4583,CA,Banff,CYBA,YBA
CYBB,small_airport,Kugaaruk Airport,68.535711,-89.805508,56,CA,Kugaaruk,CYBB,YBB
CYBC,medium_airport,Baie-Comeau Airport,49.1325,-68.204399,71,CA,Baie-Comeau,CYBC,YBC
CYBD,medium_airport,Bella Coola Airport,52.387501,-126.596001,117,CA,Bella Coola,CYBD,QBC
CYBE,small_airport,Uranium City Airport,59.561401,-108.481003,1044,CA,Uranium City,CYBE,YBE
CYBF,medium_airport,Bonnyville Airport,54.304199,-110.744003,1836,CA,Bonnyville,CYBF,YBY
CYBG,medium_airport,Saguenay-Bagotville Airport,48.330123,-70.992012,522,CA,Saguenay,CYBG,YBG
CYBK,medium_airport,Baker Lake Airport,64.29889678960001,-96.077796936,59,CA,Baker Lake,CYBK,YBK
CYBL,medium_airport,Campbell River Airport,49.950802,-125.271004,346,CA,Campbell River,CYBL,YBL
CYBQ,small_airport,Tadoule Lake Airport,58.706308,-98.511057,923,CA,Tadoule Lake,CYBQ,XTL
CYBR,medium_airport,Brandon Municipal Airport,49.91,-99.951897,1343,CA,Brandon,CYBR,YBR
CYBT,small_airport,Brochet Airport,57.8894,-101.679001,1136,CA,Brochet,CYBT,YBT
CYBV,small_airport,Berens River Airport,52.358898,-97.018303,728,CA,Berens River,CYBV,YBV
CYBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.185299,121,CA,Blanc-Sablon,CYBX,YBX
CYCA,small_airport,Cartwright Airport,53.682501,-57.042303,40,CA,Cartwright,CYCA,YRF
CYCB,medium_airport,Cambridge Bay Airport,69.1081008911,-105.138000488,90,CA,Cambridge Bay,CYCB,YCB
CYCC,medium_airport,Cornwall Regional Airport,45.092637,-74.567724,175,CA,Cornwall,CYCC,YCC
CYCD,medium_airport,Nanaimo Airport,49.05497,-123.869863,92,CA,Nanaimo,CYCD,YCD
CYCE,medium_airport,Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,824,CA,Huron Park,CYCE,YCE
CYCG,medium_airport,Castlegar/West Kootenay Regional Airport,49.296398,-117.632004,1624,CA,Castlegar,CYCG,YCG
